source_order,star_grade,monster_type,monster_family,element,awakened_name,image_url,base_image_url,monster_url,awakening_essences,skill_ups,source_url
564,5,Support,Paladin,Wind,Louise,https://summonerswarskyarena.info/wp-content/uploads/2017/09/Louise_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/09/Paladin_Wind_Icon.png,https://summonerswarskyarena.info/monster/louise-wind-paladin-review/,20 10 15 5,12,https://summonerswarskyarena.info/monster-list/
565,3,Defense,Martial Artist,Water,Luan,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Luan-Water.png,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Martial-Artist-Water.png,https://summonerswarskyarena.info/monster/luan-water-martial-artist-review/,15 10 10 5,18,https://summonerswarskyarena.info/monster-list/
566,4,Attack,Neostone Fighter,Light,Lucas,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Lucas-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Neostone-Fighter-Light.png,https://summonerswarskyarena.info/monster/lucas-light-neostone-fighter-review/,10 20 5 15,9,https://summonerswarskyarena.info/monster-list/
567,3,Attack,Harpy,Fire,Lucasha,https://summonerswarskyarena.info/wp-content/uploads/2016/08/Lucasha-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2016/08/Harpy-Fire.png,https://summonerswarskyarena.info/monster/lucasha-fire-harpy-review/,15 10 10 5,16,https://summonerswarskyarena.info/monster-list/
568,5,Support,Pudding Princess,Fire,Lucia,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0099_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0099_0_2.png,https://summonerswarskyarena.info/monster/lucia-fire-pudding-princess-review/,5 15 10 21,10,https://summonerswarskyarena.info/monster-list/
569,4,Attack,Cyborg,Light,Lucia,https://summonerswarskyarena.info/wp-content/uploads/2024/04/unit_icon_0145_1_4_lucia.png,https://summonerswarskyarena.info/wp-content/uploads/2024/04/unit_icon_0145_0_4.png,https://summonerswarskyarena.info/monster/lucia-light-cyborg-review/,10 20 5 15,10,https://summonerswarskyarena.info/monster-list/
570,3,Attack,Elven Ranger,Light,Lucien,https://summonerswarskyarena.info/wp-content/uploads/2015/11/Lucien-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2015/11/Elven-Ranger-Light.png,https://summonerswarskyarena.info/monster/lucien-light-elven-ranger-review/,17 7 12 5,13,https://summonerswarskyarena.info/monster-list/
571,5,HP,Demon,Light,Lucifer,https://summonerswarskyarena.info/wp-content/uploads/2019/08/lucifer.png,https://summonerswarskyarena.info/wp-content/uploads/2019/08/light-demon.png,https://summonerswarskyarena.info/monster/lucifer-light-demon-review/,5 15 10 20,10,https://summonerswarskyarena.info/monster-list/
572,4,Attack,Dice Magician,Fire,Ludo,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Ludo_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Dice_Magician_Fire_Icon.png,https://summonerswarskyarena.info/monster/ludo-fire-dice-magician-review/,10 20 5 15,9,https://summonerswarskyarena.info/monster-list/
573,4,Support,Phantom Thief,Water,Luer,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Luer_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Phantom_Thief_Water_Icon.png,https://summonerswarskyarena.info/monster/luer-water-phantom-thief-review/,10 20 5 15,12,https://summonerswarskyarena.info/monster-list/
574,2,Defense,Salamander,Wind,Lukan,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Lukan_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Salamander_Wind_Icon.png,https://summonerswarskyarena.info/monster/lukan-wind-salamander-review/,20 2 10,15,https://summonerswarskyarena.info/monster-list/
575,2,Support,Howl,Water,Lulu,https://summonerswarskyarena.info/wp-content/uploads/2016/08/Lulu-Water.png,https://summonerswarskyarena.info/wp-content/uploads/2016/08/Howl-Water.png,https://summonerswarskyarena.info/monster/lulu-water-howl-review/,20 15,12,https://summonerswarskyarena.info/monster-list/
576,4,Support,Magic Order Elementalist,Water,Lumina,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0153_1_1_lumina2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0153_0_1_lumina.png,https://summonerswarskyarena.info/monster/lumina-water-magic-order-elementalist-review/,12 15 10 15,10,https://summonerswarskyarena.info/monster-list/
577,4,Support,Sylphid,Water,Lumirecia,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Lumirecia_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Sylphid_Water_Icon-1.png,https://summonerswarskyarena.info/monster/lumirecia-water-sylphid-review/,10 20 5 15,10,https://summonerswarskyarena.info/monster-list/
578,4,Attack,Pierret,Dark,Luna,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Luna_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Pierret_Dark_Icon.png,https://summonerswarskyarena.info/monster/luna-dark-pierret-review/,10 20 5 15,12,https://summonerswarskyarena.info/monster-list/
579,4,HP,Magic Knight,Wind,Lupinus,https://summonerswarskyarena.info/wp-content/uploads/2015/07/Lupinus-Wind.png,https://summonerswarskyarena.info/wp-content/uploads/2015/07/Magic-Knight-Wind.png,https://summonerswarskyarena.info/monster/lupinus-wind-magic-knight/,10 20 5 15,13,https://summonerswarskyarena.info/monster-list/
580,3,HP,Warbear,Light,Lusha,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Lusha_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Warbear_Light_Icon.png,https://summonerswarskyarena.info/monster/lusha-light-warbear-review/,15 5 10 5,13,https://summonerswarskyarena.info/monster-list/
581,4,Attack,Joker,Wind,Lushen,https://summonerswarskyarena.info/wp-content/uploads/2015/09/Lushen-Wind.png,https://summonerswarskyarena.info/wp-content/uploads/2015/09/Joker-Wind.png,https://summonerswarskyarena.info/monster/lushen-wind-joker/,10 20 5 15,13,https://summonerswarskyarena.info/monster-list/
582,5,Attack,Polar Queen,Dark,Lydia,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Lydia-Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Polar-Queen-Dark.png,https://summonerswarskyarena.info/monster/lydia-dark-polar-queen-review/,20 10 15 5,12,https://summonerswarskyarena.info/monster-list/
583,3,Attack,Amazon,Light,Lyn,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Lyn_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Amazon_Light_Icon.png,https://summonerswarskyarena.info/monster/lyn-light-amazon-review/,15 10 10 5,13,https://summonerswarskyarena.info/monster-list/
584,5,HP,M.BISON,Fire,M.BISON,https://summonerswarskyarena.info/wp-content/uploads/2020/10/fire-m-bison.png,https://summonerswarskyarena.info/wp-content/uploads/2020/10/fire-m-bison.png,https://summonerswarskyarena.info/monster/m-bison-fire-m-bison-review/,,12,https://summonerswarskyarena.info/monster-list/
585,5,HP,M.BISON,Water,M.BISON,https://summonerswarskyarena.info/wp-content/uploads/2020/10/water-m-bison.png,https://summonerswarskyarena.info/wp-content/uploads/2020/10/water-m-bison.png,https://summonerswarskyarena.info/monster/m-bison-water-m-bison-review/,,10,https://summonerswarskyarena.info/monster-list/
586,5,HP,M.BISON,Wind,M.BISON,https://summonerswarskyarena.info/wp-content/uploads/2020/10/wind-m-bison.png,https://summonerswarskyarena.info/wp-content/uploads/2020/10/wind-m-bison.png,https://summonerswarskyarena.info/monster/m-bison-wind-m-bison-review/,,12,https://summonerswarskyarena.info/monster-list/
587,5,HP,M.BISON,Light,M.BISON,https://summonerswarskyarena.info/wp-content/uploads/2020/10/light-m-bison1.png,https://summonerswarskyarena.info/wp-content/uploads/2020/10/light-m-bison1.png,https://summonerswarskyarena.info/monster/m-bison-light-m-bison-review/,,11,https://summonerswarskyarena.info/monster-list/
588,5,HP,M.BISON,Dark,M.BISON,https://summonerswarskyarena.info/wp-content/uploads/2020/10/dark-m-bison.png,https://summonerswarskyarena.info/wp-content/uploads/2020/10/dark-m-bison.png,https://summonerswarskyarena.info/monster/m-bison-dark-m-bison-review/,,10,https://summonerswarskyarena.info/monster-list/
589,4,Support,Rune Blacksmith,Light,Madeleine,https://summonerswarskyarena.info/wp-content/uploads/2022/01/unit_icon_0081_1_4.png,https://summonerswarskyarena.info/wp-content/uploads/2022/01/unit_icon_0081_0_4.png,https://summonerswarskyarena.info/monster/madeleine-light-rune-blacksmith-review/,15 5 20 10,10,https://summonerswarskyarena.info/monster-list/
590,4,Attack,Madeleine Cookie,Fire,Madeleine Cookie,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0091_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0091_1_2.png,https://summonerswarskyarena.info/monster/madeleine-cookie-fire-madeleine-cookie-review/,,9,https://summonerswarskyarena.info/monster-list/
591,4,Attack,Madeleine Cookie,Water,Madeleine Cookie,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0091_1_1.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0091_1_1.png,https://summonerswarskyarena.info/monster/madeleine-cookie-water-madeleine-cookie-review/,,10,https://summonerswarskyarena.info/monster-list/
592,4,HP,Madeleine Cookie,Wind,Madeleine Cookie,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0091_1_3.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0091_1_3.png,https://summonerswarskyarena.info/monster/madeleine-cookie-wind-madeleine-cookie-review/,,10,https://summonerswarskyarena.info/monster-list/
593,4,Attack,Madeleine Cookie,Light,Madeleine Cookie,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0091_1_4.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0091_1_4.png,https://summonerswarskyarena.info/monster/madeleine-cookie-light-madeleine-cookie-review/,,9,https://summonerswarskyarena.info/monster-list/
594,4,HP,Madeleine Cookie,Dark,Madeleine Cookie,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0091_1_5.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0091_1_5.png,https://summonerswarskyarena.info/monster/madeleine-cookie-dark-madeleine-cookie-review/,,11,https://summonerswarskyarena.info/monster-list/
595,3,Defense,Golem,Dark,Maggi,https://summonerswarskyarena.info/wp-content/uploads/2017/03/unit_icon_0005_4_2.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Golem_Dark_Icon.png,https://summonerswarskyarena.info/monster/maggi-dark-golem-review/,15 10 10 5,9,https://summonerswarskyarena.info/monster-list/
596,4,Attack,Sniper Mk.I,Light,Magnum,https://summonerswarskyarena.info/wp-content/uploads/2019/02/magnum.png,https://summonerswarskyarena.info/wp-content/uploads/2019/02/light-sniper-mk-i.png,https://summonerswarskyarena.info/monster/magnum-light-sniper-mk-i-review/,15 5 20 10,11,https://summonerswarskyarena.info/monster-list/
597,5,Attack,Magic Order Guardian,Fire,Magnus,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0150_1_2_magnus2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0150_0_2_magnus.png,https://summonerswarskyarena.info/monster/magnus-fire-magic-order-guardian-review/,20 10 15 5,11,https://summonerswarskyarena.info/monster-list/
598,4,Attack,Kobold Bomber,Water,Malaka,https://summonerswarskyarena.info/wp-content/uploads/2014/12/Malaka-Water.png,https://summonerswarskyarena.info/wp-content/uploads/2014/12/Kobold-Bomber-Water.png,https://summonerswarskyarena.info/monster/malaka-water-kobold-bomber-review/,10 20 5 15,13,https://summonerswarskyarena.info/monster-list/
599,4,Defense,Gargoyle,Wind,Malite,https://summonerswarskyarena.info/wp-content/uploads/2019/08/malite.png,https://summonerswarskyarena.info/wp-content/uploads/2019/08/wind-gargoyle.png,https://summonerswarskyarena.info/monster/malite-wind-gargoyle-review/,15 5 20 10,11,https://summonerswarskyarena.info/monster-list/
600,5,Attack,Sea Emperor,Dark,Manannan,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Manannan-Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Sea-Emperor-Dark.png,https://summonerswarskyarena.info/monster/manannan-dark-sea-emperor-review/,20 10 15 5,8,https://summonerswarskyarena.info/monster-list/
601,5,Defense,Macaron Guard,Water,Manon,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0097_1_1.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0097_0_1.png,https://summonerswarskyarena.info/monster/manon-water-macaron-guard-review/,5 15 10 20,11,https://summonerswarskyarena.info/monster-list/
602,3,HP,Serpent,Dark,Mantura,https://summonerswarskyarena.info/wp-content/uploads/2017/03/unit_icon_0005_4_0.png,https://summonerswarskyarena.info/wp-content/uploads/2017/03/unit_icon_0004_4_4.png,https://summonerswarskyarena.info/monster/mantura-dark-serpent-review/,15 10 10 5,13,https://summonerswarskyarena.info/monster-list/
603,4,HP,Hypnomeow,Fire,Manx,https://summonerswarskyarena.info/wp-content/uploads/2022/05/unit_icon_0085_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2022/05/unit_icon_0085_0_2.png,https://summonerswarskyarena.info/monster/manx-fire-hypnomeow-review/,15 5 20 10,10,https://summonerswarskyarena.info/monster-list/
604,3,Attack,Drunken Master,Water,Mao,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Mao-Water.png,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Drunken-Master-Water.png,https://summonerswarskyarena.info/monster/mao-water-drunken-master-review/,15 10 10 5,14,https://summonerswarskyarena.info/monster-list/
605,3,Attack,Amazon,Dark,Mara,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Mara_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Amazon_Dark_Icon.png,https://summonerswarskyarena.info/monster/mara-dark-amazon-review/,15 10 10 5,14,https://summonerswarskyarena.info/monster-list/
606,3,HP,Battle Mammoth,Light,Marble,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Marble-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Battle-Mammoth-Light.png,https://summonerswarskyarena.info/monster/marble-light-battle-mammoth-review/,15 10 10 5,14,https://summonerswarskyarena.info/monster-list/
607,5,Attack,Exorcist Association Fighter,Water,Mark,https://summonerswarskyarena.info/wp-content/uploads/2024/11/unit_icon_0166_1_5_mark.png,https://summonerswarskyarena.info/wp-content/uploads/2024/11/unit_icon_0166_1_5_mark.png,https://summonerswarskyarena.info/monster/mark-water-exorcist-association-fighter-review/,,10,https://summonerswarskyarena.info/monster-list/
608,4,Attack,Boomerang Warrior,Dark,Martina,https://summonerswarskyarena.info/wp-content/uploads/2018/03/martina.png,https://summonerswarskyarena.info/wp-content/uploads/2018/03/dark-boomerang-warrior.png,https://summonerswarskyarena.info/monster/martina-dark-boomerang-warrior-review/,15 5 20 10,11,https://summonerswarskyarena.info/monster-list/
609,4,Attack,Boomerang Warrior,Fire,Maruna,https://summonerswarskyarena.info/wp-content/uploads/2018/03/maruna.png,https://summonerswarskyarena.info/wp-content/uploads/2018/03/fire-boomerang-warrior.png,https://summonerswarskyarena.info/monster/maruna-fire-boomerang-warrior-review/,15 5 20 10,12,https://summonerswarskyarena.info/monster-list/
610,5,Attack,Beast Rider,Fire,Masha,https://summonerswarskyarena.info/wp-content/uploads/2019/12/unit_icon_0054_1_0.png,https://summonerswarskyarena.info/wp-content/uploads/2019/12/unit_icon_0053_1_4.png,https://summonerswarskyarena.info/monster/masha-fire-beast-rider-review/,5 15 10 20,10,https://summonerswarskyarena.info/monster-list/
611,3,HP,Penguin Knight,Wind,Mav,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Mav-Wind.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Penguin-Knight-Wind.png,https://summonerswarskyarena.info/monster/mav-wind-penguin-knight-review/,15 10 10 5,11,https://summonerswarskyarena.info/monster-list/
612,5,Attack,Weapon Master,Dark,Maximilian,https://summonerswarskyarena.info/wp-content/uploads/2022/01/unit_icon_0080_1_5.png,https://summonerswarskyarena.info/wp-content/uploads/2022/01/unit_icon_0080_0_5.png,https://summonerswarskyarena.info/monster/maximilian-dark-weapon-master-review/,5 15 10 20,12,https://summonerswarskyarena.info/monster-list/
613,5,Support,Totemist,Dark,Maya,https://summonerswarskyarena.info/wp-content/uploads/2021/11/unit_icon_0078_1_5.png,https://summonerswarskyarena.info/wp-content/uploads/2021/11/unit_icon_0078_0_5.png,https://summonerswarskyarena.info/monster/maya-dark-totemist-review/,5 15 10 20,11,https://summonerswarskyarena.info/monster-list/
614,4,Attack,Asura,Water,Mayasura,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0119_1_1.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0119_0_1.png,https://summonerswarskyarena.info/monster/mayasura-water-asura-review/,15 5 20 10,10,https://summonerswarskyarena.info/monster-list/
615,3,Support,Mystic Witch,Water,Megan,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Megan_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Mystic_Witch_Water_Icon.png,https://summonerswarskyarena.info/monster/megan-water-mystic-witch-review/,15 10 10 5,12,https://summonerswarskyarena.info/monster-list/
616,4,Support,Megumi Fushiguro,Water,Megumi Fushiguro,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0157_1_1_Megumi-Fushiguro_Water.png,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0157_1_1_Megumi-Fushiguro_Water.png,https://summonerswarskyarena.info/monster/megumi-fushiguro-water-megumi-fushiguro-review/,,12,https://summonerswarskyarena.info/monster-list/
617,5,Support,Megumi Fushiguro,Fire,Megumi Fushiguro,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0157_1_2_Megumi-Fushiguro_Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0157_1_2_Megumi-Fushiguro_Fire.png,https://summonerswarskyarena.info/monster/megumi-fushiguro-fire-megumi-fushiguro-review/,,10,https://summonerswarskyarena.info/monster-list/
618,5,Support,Megumi Fushiguro,Wind,Megumi Fushiguro,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0157_1_3_Megumi-Fushiguro_Wind.png,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0157_1_3_Megumi-Fushiguro_Wind.png,https://summonerswarskyarena.info/monster/megumi-fushiguro-wind-megumi-fushiguro-review/,,11,https://summonerswarskyarena.info/monster-list/
619,4,Support,Megumi Fushiguro,Light,Megumi Fushiguro,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0157_1_4_Megumi-Fushiguro_Light.png,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0157_1_4_Megumi-Fushiguro_Light.png,https://summonerswarskyarena.info/monster/megumi-fushiguro-light-megumi-fushiguro-review/,,12,https://summonerswarskyarena.info/monster-list/
620,5,Support,Megumi Fushiguro,Dark,Megumi Fushiguro,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0157_1_5_Megumi-Fushiguro_Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0157_1_5_Megumi-Fushiguro_Dark.png,https://summonerswarskyarena.info/monster/megumi-fushiguro-dark-megumi-fushiguro-review/,,12,https://summonerswarskyarena.info/monster-list/
621,3,HP,Martial Cat,Fire,Mei,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Mei_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Martial_Cat_Fire_Icon.png,https://summonerswarskyarena.info/monster/mei-fire-martial-cat-review/,15 10 10 5,9,https://summonerswarskyarena.info/monster-list/
622,5,Defense,Monkey King,Fire,Mei Hou Wang,https://summonerswarskyarena.info/wp-content/uploads/2015/09/Mei_Hou_Wang_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2015/04/Monkey_King_Fire_Icon.png,https://summonerswarskyarena.info/monster/mei-hou-wang-fire-monkey-king-review/,20 10 15 5,9,https://summonerswarskyarena.info/monster-list/
623,4,Attack,Chakram Dancer,Wind,Melissa,https://summonerswarskyarena.info/wp-content/uploads/2018/03/melissa.png,https://summonerswarskyarena.info/wp-content/uploads/2018/03/wind-chakram-dancer.png,https://summonerswarskyarena.info/monster/melissa-wind-chakram-review/,15 5 20 10,11,https://summonerswarskyarena.info/monster-list/
624,4,Support,Dryad,Wind,Mellia,https://summonerswarskyarena.info/wp-content/uploads/2018/09/Mellia_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/09/Dryad_Wind_Icon.png,https://summonerswarskyarena.info/monster/mellia-wind-dryad-review/,15 5 20 10,9,https://summonerswarskyarena.info/monster-list/
625,5,HP,Demon,Wind,Mephisto,https://summonerswarskyarena.info/wp-content/uploads/2019/08/mephisto.png,https://summonerswarskyarena.info/wp-content/uploads/2019/08/wind-demon.png,https://summonerswarskyarena.info/monster/mephisto-wind-demon-review/,5 15 10 20,10,https://summonerswarskyarena.info/monster-list/
626,5,Attack,Panda Warrior,Dark,Mi Ying,https://summonerswarskyarena.info/wp-content/uploads/2016/05/Mi-Ying-Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Panda_Warrior_Dark_Icon.png,https://summonerswarskyarena.info/monster/mi-ying-dark-panda-warrior-review/,20 10 15 5,10,https://summonerswarskyarena.info/monster-list/
627,3,Support,Epikion Priest,Wind,Michelle,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Michelle_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Epikion_Priest_Wind_Icon.png,https://summonerswarskyarena.info/monster/michelle-wind-epikion-priest-review/,20 5 15 5,12,https://summonerswarskyarena.info/monster-list/
628,4,Support,Sylphid,Light,Mihael,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Mihael_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Sylphid_Light_Icon.png,https://summonerswarskyarena.info/monster/mihael-light-sylphid-review/,10 20 5 15,10,https://summonerswarskyarena.info/monster-list/
629,3,Attack,Martial Cat,Dark,Miho,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Miho_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Martial_Cat_Dark_Icon.png,https://summonerswarskyarena.info/monster/miho-dark-martial-cat-review/,15 10 10 5,8,https://summonerswarskyarena.info/monster-list/
630,4,Support,Sky Dancer,Water,Mihyang,https://summonerswarskyarena.info/wp-content/uploads/2015/01/mihyang.png,https://summonerswarskyarena.info/wp-content/uploads/2015/01/sky-dancer-water.png,https://summonerswarskyarena.info/monster/mihyang-water-sky-dancer-review/,12 15 10 15,13,https://summonerswarskyarena.info/monster-list/
631,4,Support,Undine,Water,Mikene,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Mikene_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Undine_Water_Icon.png,https://summonerswarskyarena.info/monster/mikene-water-undine-review/,10 20 5 15,9,https://summonerswarskyarena.info/monster-list/
632,5,Support,Sky Surfer,Water,Miles,https://summonerswarskyarena.info/wp-content/uploads/2021/08/unit_icon_0076_1_1.png,https://summonerswarskyarena.info/wp-content/uploads/2021/08/unit_icon_0076_0_1.png,https://summonerswarskyarena.info/monster/miles-water-sky-surfer-review/,5 15 10 20,11,https://summonerswarskyarena.info/monster-list/
633,4,Attack,Barbaric King,Light,Mimirr,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Mimirr-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Barbaric-King-Light.png,https://summonerswarskyarena.info/monster/mimirr-light-barbaric-king-review/,10 20 5 15,13,https://summonerswarskyarena.info/monster-list/
634,3,Attack,Martial Cat,Water,Mina,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Mina_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Martial_Cat_Water_Icon.png,https://summonerswarskyarena.info/monster/mina-water-martial-cat-review/,15 10 10 5,8,https://summonerswarskyarena.info/monster-list/
635,5,Attack,Shadowcaster,Water,Minato,https://summonerswarskyarena.info/wp-content/uploads/2022/04/unit_icon_0086_1_1.png,https://summonerswarskyarena.info/wp-content/uploads/2022/04/unit_icon_0086_0_1.png,https://summonerswarskyarena.info/monster/minato-water-shadowcaster-review/,5 15 10 20,10,https://summonerswarskyarena.info/monster-list/
636,4,Support,Dokkaebi Princess and Sapsaree,Water,Minji and Sapsaree,https://summonerswarskyarena.info/wp-content/uploads/2023/10/unit_icon_0132_1_1.png,https://summonerswarskyarena.info/wp-content/uploads/2023/10/unit_icon_0132_0_1.png,https://summonerswarskyarena.info/monster/minji-and-sapsaree-water-dokkaebi-princess-and-sapsaree-review/,15 5 20 10,10,https://summonerswarskyarena.info/monster-list/
637,4,Support,Rune Blacksmith,Fire,Miriam,https://summonerswarskyarena.info/wp-content/uploads/2022/01/unit_icon_0081_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2022/01/unit_icon_0081_0_2.png,https://summonerswarskyarena.info/monster/miriam-fire-rune-blacksmith-review/,15 5 20 10,9,https://summonerswarskyarena.info/monster-list/
638,4,Support,String Master,Dark,Mirinae,https://summonerswarskyarena.info/wp-content/uploads/2020/06/mirinae.png,https://summonerswarskyarena.info/wp-content/uploads/2020/06/dark-string-master.png,https://summonerswarskyarena.info/monster/mirinae-dark-string-master-review/,15 5 20 10,12,https://summonerswarskyarena.info/monster-list/
639,5,Support,Twin Angels,Light,Miruel and Graciah,https://summonerswarskyarena.info/wp-content/uploads/2023/12/unit_icon_0136_1_4.png,https://summonerswarskyarena.info/wp-content/uploads/2023/12/unit_icon_0136_0_4.png,https://summonerswarskyarena.info/monster/miruel-and-graciah-light-twin-angels-review/,5 15 10 20,12,https://summonerswarskyarena.info/monster-list/
640,4,Attack,Jack-o’-lantern,Light,Misty,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Misty-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Jack-o-lantern-Light.png,https://summonerswarskyarena.info/monster/misty-light-jack-o-lantern-review/,10 20 5 15,11,https://summonerswarskyarena.info/monster-list/
641,5,Attack,Exorcist Association Hunter,Water,Mizuki,https://summonerswarskyarena.info/wp-content/uploads/2024/11/unit_icon_0164_1_1_mizuki.png,https://summonerswarskyarena.info/wp-content/uploads/2024/11/unit_icon_0164_1_1_mizuki.png,https://summonerswarskyarena.info/monster/mizuki-water-exorcist-association-hunter-review/,,11,https://summonerswarskyarena.info/monster-list/
642,5,HP,Panda Warrior,Water,Mo Long,https://summonerswarskyarena.info/wp-content/uploads/2016/05/Mo-Long-Water.png,https://summonerswarskyarena.info/wp-content/uploads/2016/05/Panda-Warrior-Water.png,https://summonerswarskyarena.info/monster/mo-long-water-panda-warrior-review/,20 10 15 5,13,https://summonerswarskyarena.info/monster-list/
643,4,Support,Mermaid,Light,Molly,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Molly-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Mermaid-Light.png,https://summonerswarskyarena.info/monster/molly-light-mermaid-review/,10 20 5 15,8,https://summonerswarskyarena.info/monster-list/
644,5,Attack,Mage,Wind,Momo,https://summonerswarskyarena.info/wp-content/uploads/2021/05/momo.webp,https://summonerswarskyarena.info/wp-content/uploads/2021/05/wind-mage.webp,https://summonerswarskyarena.info/monster/momo-wind-mage-review/,5 15 10 20,10,https://summonerswarskyarena.info/monster-list/
